"ObjetoOriginal","ObjetoNovo"
"ZTX_MATERIAL","ZESZTX_MATERIAL"
"ZZIDF","ZESZZIDF"
"ZDE_DT_SITUACAO","ZESZDE_DT_SITUACAO"
"ZVALOR_TOTAL_USD","ZESZVALOR_TOTAL_USD"
"ZBANCO","ZESZBANCO"
"ZDE_US_SOL_AJUSTE","ZESZDE_US_SOL_AJUSTE"
"ZDM_FORMATO_BODY","ZESZDM_FORMATO_BODY"
"ZDEC10_2","ZESZDEC10_2"
"ZE_S_PLACA","ZESZE_S_PLACA"
"ZE_S_COD_COMBUST","ZESZE_S_COD_COMBUST"
"ZZPARTYAGENTA","ZESZZPARTYAGENTA"
"ZFIED028","ZESZFIED028"
"Z_CNPJ_FILIAL","ZESZ_CNPJ_FILIAL"
"ZTX_FATURA","ZESZTX_FATURA"
"ZDM_TIPO_PAGAMENTO_CONTRATO","ZESZDM_TIPO_PAGAMENTO_CONTRATO"
"ZDM_DS_ERRO","ZESZDM_DS_ERRO"
"ZDT_REFERENCIA","ZESZDT_REFERENCIA"
"ZAUTH_WEBSERVICE","ZESZAUTH_WEBSERVICE"
"ZAGE_CODIGO","ZESZAGE_CODIGO"
"ZDE_SE_RECORDID_WORKFLOW","ZESZDE_SE_RECORDID_WORKFLOW"
"ZXML_CLOB","ZESZXML_CLOB"
"ZNR_QTD_ESVERD","ZESZNR_QTD_ESVERD"
"ZDE_DS_REGIAO","ZESZDE_DS_REGIAO"
"Z_PRODUTO","ZESZ_PRODUTO"
"ZDOC_LCTO","ZESZDOC_LCTO"
"ZDE_ID_MISTURA","ZESZDE_ID_MISTURA"
"ZSFI_CTA","ZESZSFI_CTA"
"ZSEQ_KUNNR","ZESZSEQ_KUNNR"
"ZSEQ_PARCEIRO","ZESZSEQ_PARCEIRO"
"ZTOTAL_TAXAS","ZESZTOTAL_TAXAS"
"ZDE_ID_LOCALIZADOR","ZESZDE_ID_LOCALIZADOR"
"ZDE_TX_CAMPO","ZESZDE_TX_CAMPO"
"ZSD_UNAME_MOD","ZESZSD_UNAME_MOD"
"ZDE_CNPJ_EXPORTADOR","ZESZDE_CNPJ_EXPORTADOR"
"ZADTO","ZESZADTO"
"ZDE_CPL_END_EXPORTADOR","ZESZDE_CPL_END_EXPORTADOR"
"ZDE_DS_PERCURSO_REPOM","ZESZDE_DS_PERCURSO_REPOM"
"ZIN_ID_PROCESSO","ZESZIN_ID_PROCESSO"
"ZLESED_ST_MDFE","ZESZLESED_ST_MDFE"
"ZID_ZLEST0019","ZESZID_ZLEST0019"
"ZCHAR4000","ZESZCHAR4000"
"ZDE_NR_PERC_CLASSIFICACAO","ZESZDE_NR_PERC_CLASSIFICACAO"
"ZDE_DS_LOCAL_DESCARGA","ZESZDE_DS_LOCAL_DESCARGA"
"ZINTG_PISST","ZESZINTG_PISST"
"Z_QTD_DIAS","ZESZ_QTD_DIAS"
"ZIB_CTE_DIST_NT_ALV","ZESZIB_CTE_DIST_NT_ALV"
"ZDESD_ERDAT","ZESZDESD_ERDAT"
"ZDE_NM_PESO_TARA","ZESZDE_NM_PESO_TARA"
"Z_NUM_AGENCIA","ZESZ_NUM_AGENCIA"
"ZDEC15_1","ZESZDEC15_1"
"ZSALDO_DISPONIVEL","ZESZSALDO_DISPONIVEL"
"ZDE_ICON_ST","ZESZDE_ICON_ST"
"ZDE_NM_FARDOS_VINCULAR","ZESZDE_NM_FARDOS_VINCULAR"
"ZDE_CHAVE_NF","ZESZDE_CHAVE_NF"
"ZDE_HVI_ELG","ZESZDE_HVI_ELG"
"ZDE_QTD_TOLERANCIA","ZESZDE_QTD_TOLERANCIA"
"ZSDD032","ZESZSDD032"
"ZMMR142","ZESZMMR142"
"ZD_I_RESULT_VALIDACAO_KM_HR","ZESZD_I_RESULT_VALIDACAO_KM_HR"
"ZDE_DIRECAO_CG","ZESZDE_DIRECAO_CG"
"ZCLBP_C_APROV_PAGTO_INV","ZESZCLBP_C_APROV_PAGTO_INV"
"ZDE_NM_FANTASIA_TERMINAL","ZESZDE_NM_FANTASIA_TERMINAL"
"ZDM_NR_QUAN_CLASSIFICACAO","ZESZDM_NR_QUAN_CLASSIFICACAO"
"ZDE_IND_BLOQ_DUE","ZESZDE_IND_BLOQ_DUE"
"ZDE_VISAO_ZFI0064","ZESZDE_VISAO_ZFI0064"
"ZCL_NFE","ZESZCL_NFE"
"ZDOC_REF_MDFE","ZESZDOC_REF_MDFE"
"ZDOC_TRANS","ZESZDOC_TRANS"
"ZDM_TP_REPORT","ZESZDM_TP_REPORT"
"ZDE_ID_INTERFACE","ZESZDE_ID_INTERFACE"
"ZDE_ID_UNG_CARGUERO","ZESZDE_ID_UNG_CARGUERO"
"ZDE_INF_MDFE_MD_RODO_VEIC_REBO","ZESZDE_INF_MDFE_MD_RODO_VEIC_REBO"
"ZDE_CTE_DIST_LOG_ALV","ZESZDE_CTE_DIST_LOG_ALV"
"ZDE_DT_REF","ZESZDE_DT_REF"
"ZDE_SE_CODE_WORKFLOW","ZESZDE_SE_CODE_WORKFLOW"
"ZDE_DS_FUNCAO","ZESZDE_DS_FUNCAO"
"ZPESO_CALCULO","ZESZPESO_CALCULO"
"Z_MEP_PARAMETRO","ZESZ_MEP_PARAMETRO"
"ZDM_ACTION_PEDAGIO","ZESZDM_ACTION_PEDAGIO"
"ZDOC_IMPOSTO","ZESZDOC_IMPOSTO"
"ZDE_HR_SITUACAO","ZESZDE_HR_SITUACAO"
"ZDM_ID_DUE","ZESZDM_ID_DUE"
"ZGLE0023","ZESZGLE0023"
"ZFUNDRE","ZESZFUNDRE"
"ZDE_ID_PRACA_ADM","ZESZDE_ID_PRACA_ADM"
"ZFATURA","ZESZFATURA"
"ZSTPRS_NEW","ZESZSTPRS_NEW"
"ZDM_DT_INICIO","ZESZDM_DT_INICIO"
"ZDE_IE_DEST","ZESZDE_IE_DEST"
"ZDE_NR_PESO_HECTOLITRO","ZESZDE_NR_PESO_HECTOLITRO"
"ZDM_ID_TIPO_NOTA","ZESZDM_ID_TIPO_NOTA"
"ZDE_SEM_OC_OPUS","ZESZDE_SEM_OC_OPUS"
"ZST_CIOT","ZESZST_CIOT"
"ZDE_DT_CONF_NOTA","ZESZDE_DT_CONF_NOTA"
"ZDS_TIPO_LEILAO","ZESZDS_TIPO_LEILAO"
"ZSDED061","ZESZSDED061"
"ZDE_CTE_DIST_D55_T","ZESZDE_CTE_DIST_D55_T"
"ZDE_CLIENTE_CPF","ZESZDE_CLIENTE_CPF"
"ZDM_ADD02","ZESZDM_ADD02"
"ZDE_FORN_RAZAO","ZESZDE_FORN_RAZAO"
"ZPME_EMP_DESCR","ZESZPME_EMP_DESCR"
"ZPROC_ALGD","ZESZPROC_ALGD"
"ZDE_QTD_REMESSA_ESTORNO","ZESZDE_QTD_REMESSA_ESTORNO"
"ZDE_NRO_CG","ZESZDE_NRO_CG"
"ZID_REG","ZESZID_REG"
"ZFID004","ZESZFID004"
"ZCTMM_XML_CTE","ZESZCTMM_XML_CTE"
"ZDM_TOTAL_SACAS_23_13","ZESZDM_TOTAL_SACAS_23_13"
"ZOBS_GERENCIAL","ZESZOBS_GERENCIAL"
"ZSFI_APROV_PAGTOINV_EST","ZESZSFI_APROV_PAGTOINV_EST"
"ZDE_VLR15_02","ZESZDE_VLR15_02"
"ZSPM_APROV_ORC_ORDEM_PM","ZESZSPM_APROV_ORC_ORDEM_PM"
"ZDE_CNPJ_TERMINAL","ZESZDE_CNPJ_TERMINAL"
"ZDE_ROTA_ITIN","ZESZDE_ROTA_ITIN"
"ZDE_EAN","ZESZDE_EAN"
"ZDM_NR_BOLETO","ZESZDM_NR_BOLETO"
"ZFIED032","ZESZFIED032"
"ZDATA_NFPS","ZESZDATA_NFPS"
"ZSFI_CONC","ZESZSFI_CONC"
"ZDM_CNPJ_CPF_RESP_LOC_DESP","ZESZDM_CNPJ_CPF_RESP_LOC_DESP"
"ZDE_REC_VIA_TRANSPORTE","ZESZDE_REC_VIA_TRANSPORTE"
"ZSDE_LIFNR_PROD","ZESZSDE_LIFNR_PROD"
"ZDESC_MOD","ZESZDESC_MOD"
"ZENTSAI","ZESZENTSAI"
"ZDE_DESMEMBRAR","ZESZDE_DESMEMBRAR"
"ZDM_NUMERO_RUC","ZESZDM_NUMERO_RUC"
"ZDE_SAFRA_APL","ZESZDE_SAFRA_APL"
"ZDE_LCTO_AVULSO","ZESZDE_LCTO_AVULSO"
"ZJCND_BRANCH","ZESZJCND_BRANCH"
"ZORDNV","ZESZORDNV"
"ZDM_ID_MOV_SISTEMA_ORIGEM","ZESZDM_ID_MOV_SISTEMA_ORIGEM"
"ZDM_ID_ORIGEM","ZESZDM_ID_ORIGEM"
"ZPMED004","ZESZPMED004"
"ZDE_PESO_ORIGEM_NOTA","ZESZDE_PESO_ORIGEM_NOTA"
"ZPPED015","ZESZPPED015"
"ZAGREGADO","ZESZAGREGADO"
"ZDE_TRANSB_RSOCIAL","ZESZDE_TRANSB_RSOCIAL"
"ZDE_DS_RA","ZESZDE_DS_RA"
"ZDE_DT_RUMO","ZESZDE_DT_RUMO"
"ZDE_MODO_APLICACAO","ZESZDE_MODO_APLICACAO"
"ZITEM_DISTRIB","ZESZITEM_DISTRIB"
"ZDE_SE_RECORDKEY_WORKFLOW","ZESZDE_SE_RECORDKEY_WORKFLOW"
"ZPMEUSER4","ZESZPMEUSER4"
"ZSDED015","ZESZSDED015"
"ZDE_VALOR_COFINS","ZESZDE_VALOR_COFINS"
"ZFIED019","ZESZFIED019"
"ZIRREGULARIDADE","ZESZIRREGULARIDADE"
"ZDE_MATNR_NOTA","ZESZDE_MATNR_NOTA"
"ZID_TURMA","ZESZID_TURMA"
"ZINTG_EMIT","ZESZINTG_EMIT"
"ZDM_TP_INTEGRACAO","ZESZDM_TP_INTEGRACAO"
"ZDE_NM_PERC_IMP_RED","ZESZDE_NM_PERC_IMP_RED"
"ZBX_QUEBRA_AQUA","ZESZBX_QUEBRA_AQUA"
"ZGLE0013","ZESZGLE0013"
"ZSDE_ICON_PROD","ZESZSDE_ICON_PROD"
"ZXNFE_PROCEMI","ZESZXNFE_PROCEMI"
"ZDATA_DDE","ZESZDATA_DDE"
"ZDM_ID_LOCAL_ENTREGA","ZESZDM_ID_LOCAL_ENTREGA"
"ZDE_DT_RESIDUAL","ZESZDE_DT_RESIDUAL"
"ZDE_SALDO_CTA_F","ZESZDE_SALDO_CTA_F"
"ZSTATUS_F","ZESZSTATUS_F"
"ZXNFE_IF_CTE_INFUNIDCARGA_S","ZESZXNFE_IF_CTE_INFUNIDCARGA_S"
"ZTP_EMISSOR","ZESZTP_EMISSOR"
"ZTP_FORNECIMENTO","ZESZTP_FORNECIMENTO"
"ZDM_ESTORNAR_TRANS_MERC","ZESZDM_ESTORNAR_TRANS_MERC"
"ZDE_IND_CONS_HX_SG","ZESZDE_IND_CONS_HX_SG"
"ZDE_VLR_SLD_DIARIO","ZESZDE_VLR_SLD_DIARIO"
"ZTP_IMP_VIAGEM","ZESZTP_IMP_VIAGEM"
"ZDE_HR_REGISTRO","ZESZDE_HR_REGISTRO"
"ZDO_COD_OPERACAO","ZESZDO_COD_OPERACAO"
"ZXNFE_QNF","ZESZXNFE_QNF"
"ZDE_CULTURA_APL","ZESZDE_CULTURA_APL"
"ZPMED_DIV_VEICULO","ZESZPMED_DIV_VEICULO"
"ZSDED047","ZESZSDED047"
"ZDE_ID_ROTA_ITEM","ZESZDE_ID_ROTA_ITEM"
"ZDE_PESO_QB","ZESZDE_PESO_QB"
"ZCLFI_APP_APROV_LANC_MANUAL_ES","ZESZCLFI_APP_APROV_LANC_MANUAL_ES"
"ZXNFE_SEGCODBARRA","ZESZXNFE_SEGCODBARRA"
"ZCLMM_APP_APROV_PEDIDOS","ZESZCLMM_APP_APROV_PEDIDOS"
"ZVALOR_MOEDA_DOC","ZESZVALOR_MOEDA_DOC"
"ZDEPM_VALIDADE","ZESZDEPM_VALIDADE"
"ZDE_VAR_COMPVAL","ZESZDE_VAR_COMPVAL"
"ZNR_PERC_IMPUREZA","ZESZNR_PERC_IMPUREZA"
"ZDM_NM_QUANT_IMQT","ZESZDM_NM_QUANT_IMQT"
"ZDESD_USUARIO_C","ZESZDESD_USUARIO_C"
"ZDE_CK_SERVICO","ZESZDE_CK_SERVICO"
"ZDE_NM_SALDO_OV_INT","ZESZDE_NM_SALDO_OV_INT"
"ZDE_IRPJ_USD","ZESZDE_IRPJ_USD"
"ZDE_CONTENT_TYPE","ZESZDE_CONTENT_TYPE"
"ZDE_ID_DISPOSITIVO","ZESZDE_ID_DISPOSITIVO"
"ZPPED001","ZESZPPED001"
"ZDE_TRANSITO","ZESZDE_TRANSITO"
"ZDOCNUM_EPROD","ZESZDOCNUM_EPROD"
"ZSALDO_USD","ZESZSALDO_USD"
"ZDE_SEQ_CAR_LUFT","ZESZDE_SEQ_CAR_LUFT"
"ZGL083_CONC_INSVEST_USD_INTER","ZESZGL083_CONC_INSVEST_USD_INTER"
"ZDM_QUANT_CONTAINE","ZESZDM_QUANT_CONTAINE"
"ZFLAGST","ZESZFLAGST"
"ZCOUPA_IDENT_PROC","ZESZCOUPA_IDENT_PROC"
"ZDM_TP_COMPRA_FUTURA","ZESZDM_TP_COMPRA_FUTURA"
"ZDE_PDD","ZESZDE_PDD"
"ZDE_CK_ARMAZEM","ZESZDE_CK_ARMAZEM"
"ZCARRETA3","ZESZCARRETA3"
"ZDE_FORMA_PAG","ZESZDE_FORMA_PAG"
"Z_CANC_NFE","ZESZ_CANC_NFE"
"ZDE_HR_CADASTRO","ZESZDE_HR_CADASTRO"
"ZDE_DS_GRUPO_EMPRESA","ZESZDE_DS_GRUPO_EMPRESA"
"ZPESO_NOTA","ZESZPESO_NOTA"
"ZDE_QTD_VINC_ALGODAO","ZESZDE_QTD_VINC_ALGODAO"
"ZZID_SE","ZESZZID_SE"
"ZPORC","ZESZPORC"
"ZPMD005","ZESZPMD005"
"ZDE_PAYMENTS_FORTE","ZESZDE_PAYMENTS_FORTE"
"ZDE_VLR_FRETE_15_2","ZESZDE_VLR_FRETE_15_2"
"ZTRANSACAO","ZESZTRANSACAO"
"ZSHDBD001","ZESZSHDBD001"
"ZXNFE_MDFE_FONE","ZESZXNFE_MDFE_FONE"
"ZDM_ID_CARGUERO","ZESZDM_ID_CARGUERO"
"ZXNFE_TPPROPTAC","ZESZXNFE_TPPROPTAC"
"ZCIOT_WEBSERVICE","ZESZCIOT_WEBSERVICE"
"Z_TYPE_FILE","ZESZ_TYPE_FILE"
"ZDE_NR_FASE","ZESZDE_NR_FASE"
"ZDE_QTD_PEDIDO","ZESZDE_QTD_PEDIDO"
"ZID_DOCUMENTO","ZESZID_DOCUMENTO"
"ZCLFI_APP_APROV_LIMI_CRED_EST","ZESZCLFI_APP_APROV_LIMI_CRED_EST"
"ZTARA","ZESZTARA"
"Z_VTXTK","ZESZ_VTXTK"
"ZTIPOWEBSERV","ZESZTIPOWEBSERV"
"ZQUEBRA","ZESZQUEBRA"
"ZMOTIVOMANU","ZESZMOTIVOMANU"
"ZDET_IMPOSTO_DEVOL","ZESZDET_IMPOSTO_DEVOL"
"ZDM_ID_ORDEM","ZESZDM_ID_ORDEM"
"ZSDED062","ZESZSDED062"
"ZPPD004","ZESZPPD004"
"ZIB_CTE_DIST_FLG","ZESZIB_CTE_DIST_FLG"
"ZDE_FAGL_FATURA","ZESZDE_FAGL_FATURA"
"ZMME_ID_TYPE","ZESZMME_ID_TYPE"
"ZDE_ORDEM_DOC_BOLETIM","ZESZDE_ORDEM_DOC_BOLETIM"
"ZDE_NFE_ESPECIE","ZESZDE_NFE_ESPECIE"
"ZDE_DT_ADMISSAO","ZESZDE_DT_ADMISSAO"
"ZGLE0030","ZESZGLE0030"
"ZDM_NOTA_IMOBD","ZESZDM_NOTA_IMOBD"
"ZDM_RSOCIAL","ZESZDM_RSOCIAL"
"ZVISCOS","ZESZVISCOS"
"ZCNPJCLIENTE","ZESZCNPJCLIENTE"
"ZPFE_NUMERO_LOTE","ZESZPFE_NUMERO_LOTE"
"ZDM_STATUS_OD_VENDA","ZESZDM_STATUS_OD_VENDA"
"ZSDED034","ZESZSDED034"
"ZDE_ID_ENTREGUE_POR","ZESZDE_ID_ENTREGUE_POR"
"ZDE_DOCNUM_C","ZESZDE_DOCNUM_C"
"ZDE_DT_AGENDADA","ZESZDE_DT_AGENDADA"
"ZDE_SOLI_FUNCAO","ZESZDE_SOLI_FUNCAO"
"ZDM_PERC_TOLERANCIA","ZESZDM_PERC_TOLERANCIA"
"ZDINFO_FER","ZESZDINFO_FER"
"ZDE_CD_SISTEMA","ZESZDE_CD_SISTEMA"
"ZDM_ID_INTERFACE","ZESZDM_ID_INTERFACE"
"ZJ_1BDOCDAT","ZESZJ_1BDOCDAT"
"ZDE_OS_NR","ZESZDE_OS_NR"
"ZDM_DS_ORLI","ZESZDM_DS_ORLI"
"ZIB_CTE_DIST_FLG_T","ZESZIB_CTE_DIST_FLG_T"
"ZDE_OBS","ZESZDE_OBS"
"ZCOD_QRCODE","ZESZCOD_QRCODE"
"ZDM_SE_RECORDID_WORKFLOW","ZESZDM_SE_RECORDID_WORKFLOW"
"ZDM_TIP_APROVACAO","ZESZDM_TIP_APROVACAO"
"ZDE_PAIS_SIGAM","ZESZDE_PAIS_SIGAM"
"ZDE_PERC_TOLERANCIA","ZESZDE_PERC_TOLERANCIA"
"ZGLE0038","ZESZGLE0038"
"ZCODEE","ZESZCODEE"
"Z_DTAXA","ZESZ_DTAXA"
"ZDE_DATA_CHEGADA","ZESZDE_DATA_CHEGADA"
"ZDE_ICO_JUSTIFICADO","ZESZDE_ICO_JUSTIFICADO"
"Z_TAXA_ACUMULADA_ANO","ZESZ_TAXA_ACUMULADA_ANO"
"ZDE_PAYMENTS","ZESZDE_PAYMENTS"
"ZDE_J_1BCFOP_RET","ZESZDE_J_1BCFOP_RET"
"ZDE_DS_TP_TRANSG","ZESZDE_DS_TP_TRANSG"
"ZCTE_OBS_GERAIS","ZESZCTE_OBS_GERAIS"
"ZFIED_UTILIZA","ZESZFIED_UTILIZA"
"ZCAP_KG","ZESZCAP_KG"
"ZE_DESVIO","ZESZE_DESVIO"
"ZANAL_RESP","ZESZANAL_RESP"
"ZDM_COMBOIO","ZESZDM_COMBOIO"
"ZDE_EMITE_NFE","ZESZDE_EMITE_NFE"
"ZDM_FATURA_MOTIVO_DISPENSA_NF","ZESZDM_FATURA_MOTIVO_DISPENSA_NF"
"ZCENARIO","ZESZCENARIO"
"ZLESED_VL_LIM_SUM","ZESZLESED_VL_LIM_SUM"
"ZVLR_ICMS","ZESZVLR_ICMS"
"ZDE_DS_CLASSIFICADORA","ZESZDE_DS_CLASSIFICADORA"
"ZDE_INTERFACE_001","ZESZDE_INTERFACE_001"
"ZDE_IN_SRR_DECLARADO","ZESZDE_IN_SRR_DECLARADO"
"ZSDD_STATUS","ZESZSDD_STATUS"
"ZDATA_CANCEL","ZESZDATA_CANCEL"
"ZDESC_CAMPO_CTE","ZESZDESC_CAMPO_CTE"
"ZEQUIV_USD","ZESZEQUIV_USD"
"ZFIED031","ZESZFIED031"
"ZTX_CAMBIO","ZESZTX_CAMBIO"
"ZDT_ZLES0145","ZESZDT_ZLES0145"
"ZCL_WEBSERVICE","ZESZCL_WEBSERVICE"
"ZNOME_EVENTO","ZESZNOME_EVENTO"
"ZDE_NE_PROPOSTA","ZESZDE_NE_PROPOSTA"
"ZDE_TRECHO","ZESZDE_TRECHO"
"ZINTG_EVENTO","ZESZINTG_EVENTO"
"ZIN_ID_ANEXO","ZESZIN_ID_ANEXO"
"ZSDED063","ZESZSDED063"
"ZDE_DT_AVERB","ZESZDE_DT_AVERB"
"ZDE_UNID_QUANT","ZESZDE_UNID_QUANT"
"ZDE_PRAZO_006_ALERTA","ZESZDE_PRAZO_006_ALERTA"
"ZDR_TIPO_VISAO","ZESZDR_TIPO_VISAO"
"ZRESID_IR","ZESZRESID_IR"
"ZMES_F","ZESZMES_F"
"ZWERKS_REAL","ZESZWERKS_REAL"
"ZGLE0041","ZESZGLE0041"
"ZE_S_COD_PLANTA","ZESZE_S_COD_PLANTA"
"ZVINCULADA_XML","ZESZVINCULADA_XML"
"ZEMISSAO","ZESZEMISSAO"
"ZE_IB_PRODUTO_REMONTA","ZESZE_IB_PRODUTO_REMONTA"
"ZD_CHAR15","ZESZD_CHAR15"
"ZDE_IND_PRES","ZESZDE_IND_PRES"
"ZDEHR_STCD2","ZESZDEHR_STCD2"
"Z_MOD_ZGL","ZESZ_MOD_ZGL"
"ZSDD_STATUS_FATURAMENTO","ZESZSDD_STATUS_FATURAMENTO"
"ZDE_CTE_PROD_P","ZESZDE_CTE_PROD_P"
"ZDE_SE_TYPES","ZESZDE_SE_TYPES"
"ZDE_TP_AUT_FRETE","ZESZDE_TP_AUT_FRETE"
"ZDE_VL_FT_ESTA_BRL","ZESZDE_VL_FT_ESTA_BRL"
"ZDE_DT_SOLICITACAO","ZESZDE_DT_SOLICITACAO"
"ZDOMM_ALIQUOTA","ZESZDOMM_ALIQUOTA"
"ZSDT0001","ZESZSDT0001"
"ZDM_ID_REFERENCIA","ZESZDM_ID_REFERENCIA"
"ZDE_HR_LIBERACAO","ZESZDE_HR_LIBERACAO"
"ZDE_PERC_QUEBRA","ZESZDE_PERC_QUEBRA"
"ZPESOVAGAO","ZESZPESOVAGAO"
"ZDM_ACTION_SEGURO","ZESZDM_ACTION_SEGURO"
"ZDM_PROCESSID_SAP","ZESZDM_PROCESSID_SAP"
"ZDE_STATUS_INVOICE","ZESZDE_STATUS_INVOICE"
"Z_VALOR_DIA","ZESZ_VALOR_DIA"
"Z_COUNTERPARTY","ZESZ_COUNTERPARTY"
"ZDM_OPUS_ID_IMPRESSORA","ZESZDM_OPUS_ID_IMPRESSORA"
"ZE_I_CAPAC_TANQUE_3","ZESZE_I_CAPAC_TANQUE_3"
"ZDE_ADM_SERVICO","ZESZDE_ADM_SERVICO"
"ZRC_PERC","ZESZRC_PERC"
"ZDM_TP_SUB_CARAC_ESVERDEADO","ZESZDM_TP_SUB_CARAC_ESVERDEADO"
"ZQT_EIXO","ZESZQT_EIXO"
"ZDE_DS_ENTREGUE_POR","ZESZDE_DS_ENTREGUE_POR"
"ZBSART","ZESZBSART"
"ZNR_DCO","ZESZNR_DCO"
"ZDM_VAR_REPVAL","ZESZDM_VAR_REPVAL"
"ZEPM_CODE","ZESZEPM_CODE"
"ZDE_COD_ADM_SERV","ZESZDE_COD_ADM_SERV"
"ZSDE_NAME1_COLE","ZESZSDE_NAME1_COLE"
"ZCOD_MOTORISTA","ZESZCOD_MOTORISTA"
"ZXNFE_IF_CTE_INFUNIDCARGA_T","ZESZXNFE_IF_CTE_INFUNIDCARGA_T"
"ZDE_STAT_CARGA","ZESZDE_STAT_CARGA"
"ZDPTO_RESP2","ZESZDPTO_RESP2"
"ZXML","ZESZXML"
"ZDM_MDFE_XPROD","ZESZDM_MDFE_XPROD"
"Z_TX_MULTA","ZESZ_TX_MULTA"
"ZDE_NR_PERC_CLASS_FIS","ZESZDE_NR_PERC_CLASS_FIS"
"ZDELES_FROTA","ZESZDELES_FROTA"
"ZDE_MONTO_SUJ_RET","ZESZDE_MONTO_SUJ_RET"
"ZRESID_ADIT","ZESZRESID_ADIT"
"ZDE_NUMERO_DUE","ZESZDE_NUMERO_DUE"
"ZINTG_ICMS51","ZESZINTG_ICMS51"
"ZRETORNO","ZESZRETORNO"
"ZE_IB_PROCESSADO_RETORNO_SAAF","ZESZE_IB_PROCESSADO_RETORNO_SAAF"
"ZZELACOPLADO","ZESZZELACOPLADO"
"ZDE_DATA_REF","ZESZDE_DATA_REF"
"ZCONTA_REF","ZESZCONTA_REF"
"ZSDD_TP_DIRECAO","ZESZSDD_TP_DIRECAO"
"ZNOME_FILIAL","ZESZNOME_FILIAL"
"ZCOUPA_ID_INTEGR","ZESZCOUPA_ID_INTEGR"
"ZEREF","ZESZEREF"
"ZDE_NAO_RETEM_ISS","ZESZDE_NAO_RETEM_ISS"
"ZDE_HR_ATUALIZACAO","ZESZDE_HR_ATUALIZACAO"
"ZDE_ST_PED_REPOM","ZESZDE_ST_PED_REPOM"
"ZDE_NR_PROVISIONAL_RF","ZESZDE_NR_PROVISIONAL_RF"
"ZDE_TP_EMISSAO","ZESZDE_TP_EMISSAO"
"ZDE_TIPO_ORDEM","ZESZDE_TIPO_ORDEM"
"ZDE_DT_PROTOCOLO","ZESZDE_DT_PROTOCOLO"
"ZXNFE_MDFE_CDV","ZESZXNFE_MDFE_CDV"
"ZDE_PERFORMANCE","ZESZDE_PERFORMANCE"
"ZDODT_APROVACAO","ZESZDODT_APROVACAO"
"Z_DT_EMISSAO_NFPS","ZESZ_DT_EMISSAO_NFPS"
"ZSTATUS_CTA","ZESZSTATUS_CTA"
"ZCULTURA","ZESZCULTURA"
"ZDE_CK_AUTORIZADO","ZESZDE_CK_AUTORIZADO"
"ZVALOR","ZESZVALOR"
"ZINTG_IPI","ZESZINTG_IPI"
"ZE_TP_SOLICITACAO","ZESZE_TP_SOLICITACAO"
"ZDE_USUARIO_CARGA","ZESZDE_USUARIO_CARGA"
"ZSDE_MEINS_LOTE","ZESZSDE_MEINS_LOTE"
"ZDE_VLR_SEGURO","ZESZDE_VLR_SEGURO"
"ZDE_SALDO_RECEITA","ZESZDE_SALDO_RECEITA"
"ZTP_PREV_FLX","ZESZTP_PREV_FLX"
"ZSYMSGV","ZESZSYMSGV"
"ZDE_VLR_KG_MERCA","ZESZDE_VLR_KG_MERCA"
"ZDN_BANCO","ZESZDN_BANCO"
"ZACTS","ZESZACTS"
"ZDE_METHOD_REQUEST","ZESZDE_METHOD_REQUEST"
"ZDE_NFE_XML","ZESZDE_NFE_XML"
"ZXNFE_VCOMP","ZESZXNFE_VCOMP"
"ZDM_CONTENT_TYPE","ZESZDM_CONTENT_TYPE"
"Z_PART_PERC","ZESZ_PART_PERC"
"ZDE_CK_EMAIL_RESP","ZESZDE_CK_EMAIL_RESP"
"ZSDETESTE","ZESZSDETESTE"
"ZDEPP_USNAM","ZESZDEPP_USNAM"
"ZDM_DS_ROM_RESPOSTA","ZESZDM_DS_ROM_RESPOSTA"
"ZDE_VLR_ICMS_TOTAL","ZESZDE_VLR_ICMS_TOTAL"
"ZIDSIS","ZESZIDSIS"
"ZGLE0015","ZESZGLE0015"
"ZDE_DOCNUM_NFE","ZESZDE_DOCNUM_NFE"
"ZDE_TIPO_PROP_VEICULO","ZESZDE_TIPO_PROP_VEICULO"
"ZRSI_ADREM_ICMS_RET","ZESZRSI_ADREM_ICMS_RET"
"ZXNFE_INFMDFETRANSP_REF","ZESZXNFE_INFMDFETRANSP_REF"
"ZDE_TP_PROP_VEICULO","ZESZDE_TP_PROP_VEICULO"
"ZDE_NR_QTDE_IMPUREZA","ZESZDE_NR_QTDE_IMPUREZA"
"ZVARIANTEED02","ZESZVARIANTEED02"
"ZDE_GP_MATERIAL","ZESZDE_GP_MATERIAL"
"ZDSEQ_LCTO","ZESZDSEQ_LCTO"
"ZPPE_SOL_DEFENSIVO","ZESZPPE_SOL_DEFENSIVO"
"ZID_MSG","ZESZID_MSG"
"ZST_CCT","ZESZST_CCT"
"ZDE_IN_TRANSFERENCIA","ZESZDE_IN_TRANSFERENCIA"
"ZPMD007","ZESZPMD007"
"ZDE_BLOQUEIO_RH_EFE","ZESZDE_BLOQUEIO_RH_EFE"
"ZDE_PERC_5_2","ZESZDE_PERC_5_2"
"ZDE_OPERACAO_RUMO","ZESZDE_OPERACAO_RUMO"
"ZFLAG_LOTES_FILIAL","ZESZFLAG_LOTES_FILIAL"
"ZBAN_DESC","ZESZBAN_DESC"
"ZRECEITAKEY","ZESZRECEITAKEY"
