"ObjetoOriginal","ObjetoNovo"
"ZPERSNO","ZESZPERSNO"
"ZDE_BRANCH_RA","ZESZDE_BRANCH_RA"
"ZDE_NR_SEQUENCIA","ZESZDE_NR_SEQUENCIA"
"ZDE_MONTO_TOTAL_RET","ZESZDE_MONTO_TOTAL_RET"
"ZPME_FIM_CONTRATO","ZESZPME_FIM_CONTRATO"
"ZDE_CTE_DIST_N55","ZESZDE_CTE_DIST_N55"
"ZTIPOPGTO","ZESZTIPOPGTO"
"ZDOFI_STAT_SOLIC2","ZESZDOFI_STAT_SOLIC2"
"ZDE_QTD_DIAS_PAGA","ZESZDE_QTD_DIAS_PAGA"
"ZDE_FECHA_DDE","ZESZDE_FECHA_DDE"
"ZDE_NOMECIENTIFICO","ZESZDE_NOMECIENTIFICO"
"ZDE_VISAO_ZLES0145","ZESZDE_VISAO_ZLES0145"
"ZDE_DT_ESTORNO","ZESZDE_DT_ESTORNO"
"ZDE_HR_ABERTURA","ZESZDE_HR_ABERTURA"
"ZDM_ERROS_LOGIN","ZESZDM_ERROS_LOGIN"
"ZZABLAD","ZESZZABLAD"
"ZXI_CTE_DIST_C57","ZESZXI_CTE_DIST_C57"
"ZSEQ","ZESZSEQ"
"ZBANCO_BLOOM","ZESZBANCO_BLOOM"
"ZDE_QTDE_UC_EXPORTADA","ZESZDE_QTDE_UC_EXPORTADA"
"ZSALDO_VINC","ZESZSALDO_VINC"
"ZPATH","ZESZPATH"
"ZINTG_TRANSP","ZESZINTG_TRANSP"
"ZEPM_CRIADO_POR","ZESZEPM_CRIADO_POR"
"ZINTG_FAT","ZESZINTG_FAT"
"ZDE_ROTA_PC","ZESZDE_ROTA_PC"
"ZDM_SPL_VIEW","ZESZDM_SPL_VIEW"
"Z_TP_SALDO","ZESZ_TP_SALDO"
"ZTIPO_PED","ZESZTIPO_PED"
"ZGLE0018","ZESZGLE0018"
"ZPMD012","ZESZPMD012"
"ZDE_VL_FT_AQUA_BRL","ZESZDE_VL_FT_AQUA_BRL"
"ZUSE_WEB","ZESZUSE_WEB"
"ZID_ATIVA_FORN","ZESZID_ATIVA_FORN"
"ZXNFE_CNPJ","ZESZXNFE_CNPJ"
"ZD_AUX_OP_TP1","ZESZD_AUX_OP_TP1"
"ZGJAHR_F","ZESZGJAHR_F"
"ZDE_FILIAL_CTE","ZESZDE_FILIAL_CTE"
"ZDM_LINHA_TXT_1000","ZESZDM_LINHA_TXT_1000"
"ZVLR_BRL_ENVIADO","ZESZVLR_BRL_ENVIADO"
"ZES_MOTIVO","ZESZES_MOTIVO"
"ZDE_ID_ROTA_REPOM","ZESZDE_ID_ROTA_REPOM"
"ZGLD0043","ZESZGLD0043"
"ZDE_VLR_MERC","ZESZDE_VLR_MERC"
"ZE_S_MARCA_VEICULO","ZESZE_S_MARCA_VEICULO"
"ZXNFE_LINEID","ZESZXNFE_LINEID"
"ZDE_IMPORTADO_PORTAL","ZESZDE_IMPORTADO_PORTAL"
"ZDE_CULTIVAR","ZESZDE_CULTIVAR"
"ZXNFE_MDFE_UFINI","ZESZXNFE_MDFE_UFINI"
"ZSDED025","ZESZSDED025"
"ZDE_TIPO_DOC","ZESZDE_TIPO_DOC"
"ZXNFE_CTE_QTDRAT","ZESZXNFE_CTE_QTDRAT"
"ZDE_URL_LOC","ZESZDE_URL_LOC"
"ZXMLVERS","ZESZXMLVERS"
"ZDE_NOME_FORN","ZESZDE_NOME_FORN"
"ZTOT_VOL","ZESZTOT_VOL"
"ZSTPRS","ZESZSTPRS"
"ZDE_TP_PROPRIETARIO","ZESZDE_TP_PROPRIETARIO"
"ZDT_POSICAO","ZESZDT_POSICAO"
"ZXNFE_INFUNIDTRANSP_REF","ZESZXNFE_INFUNIDTRANSP_REF"
"ZSTATUS_COMP","ZESZSTATUS_COMP"
"ZE_PYMT_METH","ZESZE_PYMT_METH"
"ZNUM_LEIL","ZESZNUM_LEIL"
"ZSLD_BRL_ANT","ZESZSLD_BRL_ANT"
"ZDE_PLACA_CARRETA1","ZESZDE_PLACA_CARRETA1"
"ZSDE_EMBARQUE_SEQ","ZESZSDE_EMBARQUE_SEQ"
"ZDM_SCOPES","ZESZDM_SCOPES"
"ZESAP_PLACA","ZESZESAP_PLACA"
"ZE_IB_REGISTRO_LIDO","ZESZE_IB_REGISTRO_LIDO"
"ZCOD_ITEM","ZESZCOD_ITEM"
"ZDE_NR_PROTOCOLO_AVERB","ZESZDE_NR_PROTOCOLO_AVERB"
"ZFATORIGEM","ZESZFATORIGEM"
"ZDM_FATURA_ID","ZESZDM_FATURA_ID"
"ZDE_PO_DESTINO","ZESZDE_PO_DESTINO"
"ZDT_APROPR","ZESZDT_APROPR"
"ZE_DESC_JUST","ZESZE_DESC_JUST"
"ZXNFE_QMDFE","ZESZXNFE_QMDFE"
"ZDE_SEQ","ZESZDE_SEQ"
"ZDE_INF_MDFE_MD_RODO_VEIC_TRAC","ZESZDE_INF_MDFE_MD_RODO_VEIC_TRAC"
"ZBRCCE_CTE_CORRECOES","ZESZBRCCE_CTE_CORRECOES"
"ZCARGA_CTE_TIP","ZESZCARGA_CTE_TIP"
"ZDE_VAR_REPVALF","ZESZDE_VAR_REPVALF"
"ZDM_CRED_PEDAGIO","ZESZDM_CRED_PEDAGIO"
"ZCTE_VIAGEM","ZESZCTE_VIAGEM"
"ZDE_HR_ESTORNO","ZESZDE_HR_ESTORNO"
"Z_CSLL","ZESZ_CSLL"
"ZAPROVADOR","ZESZAPROVADOR"
"ZNRATRACACAO","ZESZNRATRACACAO"
"ZZSAFRA","ZESZZSAFRA"
"ZDM_TP_OPR_HEDGE","ZESZDM_TP_OPR_HEDGE"
"ZDE_F_TRANSPORTE","ZESZDE_F_TRANSPORTE"
"ZDM_ID_LOCALIZADOR","ZESZDM_ID_LOCALIZADOR"
"ZNR_DI","ZESZNR_DI"
"ZINTG_COBR","ZESZINTG_COBR"
"ZDE_DS_ROM_RESPOSTA_COMERCIAL","ZESZDE_DS_ROM_RESPOSTA_COMERCIAL"
"ZNACARM","ZESZNACARM"
"ZIB_CTE_DIST_N01_T","ZESZIB_CTE_DIST_N01_T"
"ZDE_SALDO_FBJC","ZESZDE_SALDO_FBJC"
"ZCTE_DISTRI","ZESZCTE_DISTRI"
"ZDE_US_REGISTRO","ZESZDE_US_REGISTRO"
"ZXNFE_INFCTE_REF","ZESZXNFE_INFCTE_REF"
"ZDE_ID_INTEGRACAO_DESC","ZESZDE_ID_INTEGRACAO_DESC"
"ZDE_UI_SRC_PASSWORD60","ZESZDE_UI_SRC_PASSWORD60"
"ZDE_ID_TIPO_NOTA","ZESZDE_ID_TIPO_NOTA"
"ZSDED002","ZESZSDED002"
"ZDE_NR_QTDE_ARDIDO","ZESZDE_NR_QTDE_ARDIDO"
"ZDE_LOCAL_DESCARGA_OPUS","ZESZDE_LOCAL_DESCARGA_OPUS"
"ZDE_TP_ATRIBUICAO_D","ZESZDE_TP_ATRIBUICAO_D"
"ZINCIDENTE","ZESZINCIDENTE"
"ZGRC0002","ZESZGRC0002"
"ZDM_NR_FASE","ZESZDM_NR_FASE"
"ZDE_SALDO_INICIAL","ZESZDE_SALDO_INICIAL"
"ZULTIMODOCSAP","ZESZULTIMODOCSAP"
"ZDE_TP_EXPORTACAO","ZESZDE_TP_EXPORTACAO"
"ZSFI_APROV_ADIAFORN","ZESZSFI_APROV_ADIAFORN"
"ZDM_TIPO_MOV_ESTOQUE","ZESZDM_TIPO_MOV_ESTOQUE"
"ZLESED_ID_NEG","ZESZLESED_ID_NEG"
"ZDE_STATUS1","ZESZDE_STATUS1"
"ZDE_ST_PED_CAN_REPOM","ZESZDE_ST_PED_CAN_REPOM"
"ZSDED044","ZESZSDED044"
"ZE_F_HODOMETRO","ZESZE_F_HODOMETRO"
"ZQTDEA","ZESZQTDEA"
"ZDE_ID_CARGA","ZESZDE_ID_CARGA"
"ZTP_MS","ZESZTP_MS"
"ZDOC_PRODUTO","ZESZDOC_PRODUTO"
"ZSDCHCK_STAT","ZESZSDCHCK_STAT"
"ZNOMEMPFERRO","ZESZNOMEMPFERRO"
"ZDE_QTD_UTILIZADA","ZESZDE_QTD_UTILIZADA"
"ZDM_SITUACAO_DUE","ZESZDM_SITUACAO_DUE"
"ZDE_PS_FARDOS_VINCULAR","ZESZDE_PS_FARDOS_VINCULAR"
"ZDE_IN_GMO","ZESZDE_IN_GMO"
"ZCARRETA1","ZESZCARRETA1"
"ZDE_PARCEIRO_LE","ZESZDE_PARCEIRO_LE"
"ZLEST0060","ZESZLEST0060"
"ZSMM_APROV_PEDIDOS_ITEM","ZESZSMM_APROV_PEDIDOS_ITEM"
"ZEUDR_ORDEM_PEDIDO","ZESZEUDR_ORDEM_PEDIDO"
"ZDE_TIPO_PAGAMENTO_CONTRATO","ZESZDE_TIPO_PAGAMENTO_CONTRATO"
"ZSFI_APROV_LANCMANUAL","ZESZSFI_APROV_LANCMANUAL"
"ZSTATUS_BAIXA","ZESZSTATUS_BAIXA"
"ZDATA_FERI","ZESZDATA_FERI"
"ZDE_CK_PEGAGIO","ZESZDE_CK_PEGAGIO"
"ZSDD001","ZESZSDD001"
"ZDE_PROCESSID_SAP","ZESZDE_PROCESSID_SAP"
"ZDATA_ATUAL","ZESZDATA_ATUAL"
"ZDE_OBSERVACOES_GERAIS","ZESZDE_OBSERVACOES_GERAIS"
"ZSDD_STATUS_CARGA","ZESZSDD_STATUS_CARGA"
"ZVLR","ZESZVLR"
"ZDM_ID_PARAM_CTE_ARRE","ZESZDM_ID_PARAM_CTE_ARRE"
"ZCLASS_ZFIT0232","ZESZCLASS_ZFIT0232"
"Z_BUKRS_TXT_INVRA","ZESZ_BUKRS_TXT_INVRA"
"ZLOCATRAC","ZESZLOCATRAC"
"ZPMD011","ZESZPMD011"
"ZPERC_JOBS","ZESZPERC_JOBS"
"ZDE_PAYMENTS_INTERNA_VM","ZESZDE_PAYMENTS_INTERNA_VM"
"ZDM_TP_DOC_AVERB","ZESZDM_TP_DOC_AVERB"
"ZDE_DATA_FABRICACAO","ZESZDE_DATA_FABRICACAO"
"ZDE_CTE_INBOUND_ALV","ZESZDE_CTE_INBOUND_ALV"
"ZSDED035","ZESZSDED035"
"ZDATA_HORA","ZESZDATA_HORA"
"ZXNFE_XLGR","ZESZXNFE_XLGR"
"ZCLFI_APP_APROV_PAGTO_IMP_ES","ZESZCLFI_APP_APROV_PAGTO_IMP_ES"
"ZDM_SE_WORKFLOWTITLE","ZESZDM_SE_WORKFLOWTITLE"
"ZDESCR2","ZESZDESCR2"
"ZFI_DEC15_7","ZESZFI_DEC15_7"
"ZSDD_INS_STATUS_ATU","ZESZSDD_INS_STATUS_ATU"
"ZDE_DATA_DESCARGA","ZESZDE_DATA_DESCARGA"
"ZE_CONJUNTO","ZESZE_CONJUNTO"
"ZDE_PESO_SAIDA2","ZESZDE_PESO_SAIDA2"
"ZDE_NR_PROTOCOLO","ZESZDE_NR_PROTOCOLO"
"ZBRCCE_CTE_CORRECOES_T","ZESZBRCCE_CTE_CORRECOES_T"
"ZDE_NR_TAG","ZESZDE_NR_TAG"
"ZCATEG_SOJA","ZESZCATEG_SOJA"
"ZDE_CPF_MOTORISTA","ZESZDE_CPF_MOTORISTA"
"ZMARGADTO","ZESZMARGADTO"
"ZDO_DES_OPERACAO","ZESZDO_DES_OPERACAO"
"ZDM_FORMA_EXPORTACAO","ZESZDM_FORMA_EXPORTACAO"
"ZSDD022","ZESZSDD022"
"ZDM_QT_CARGA_CTE_SINAL","ZESZDM_QT_CARGA_CTE_SINAL"
"ZGLE0039","ZESZGLE0039"
"ZDE_NR_PERC_AVA_MOF","ZESZDE_NR_PERC_AVA_MOF"
"ZDE_DT_REGISTRO","ZESZDE_DT_REGISTRO"
"ZSEQCARTAFRETE","ZESZSEQCARTAFRETE"
"ZDM_NR_QTDE_NOMEADA","ZESZDM_NR_QTDE_NOMEADA"
"ZD_TPM","ZESZD_TPM"
"ZDE_SE_ATTRIBUTEID","ZESZDE_SE_ATTRIBUTEID"
"ZDE_HR_CHEGADA","ZESZDE_HR_CHEGADA"
"ZE_INTERFACE","ZESZE_INTERFACE"
"ZDE_QUANT_CCTE","ZESZDE_QUANT_CCTE"
"ZDM_VIA_TRANSPORTE","ZESZDM_VIA_TRANSPORTE"
"ZDM_TP_ATRIBUICAO","ZESZDM_TP_ATRIBUICAO"
"ZE_OPER","ZESZE_OPER"
"ZDE_DESCR_PO_EMB","ZESZDE_DESCR_PO_EMB"
"ZDE_INF_MDFE_INFDOC_MD_CTE","ZESZDE_INF_MDFE_INFDOC_MD_CTE"
"ZVLR_CURR","ZESZVLR_CURR"
"ZE_S_CNPJ_EMP_PLANTA","ZESZE_S_CNPJ_EMP_PLANTA"
"ZDE_RETEM_ISS","ZESZDE_RETEM_ISS"
"ZDE_QT_CARGA_CTE_SINAL","ZESZDE_QT_CARGA_CTE_SINAL"
"ZCOUPA_INT_STATUS","ZESZCOUPA_INT_STATUS"
"ZVLRHIST","ZESZVLRHIST"
"ZDE_TRANSP_CNPJ","ZESZDE_TRANSP_CNPJ"
"ZDE_CTE_DIST_TER","ZESZDE_CTE_DIST_TER"
"ZDESTINO_MUNIC","ZESZDESTINO_MUNIC"
"ZSDED_AREA_PROC","ZESZSDED_AREA_PROC"
"ZDE_PLACA_TRATOR","ZESZDE_PLACA_TRATOR"
"ZDM_ACT_NF_IB","ZESZDM_ACT_NF_IB"
"ZDM_ST_NFE_FISCAL","ZESZDM_ST_NFE_FISCAL"
"ZDE_LANC_AUTOMATICO","ZESZDE_LANC_AUTOMATICO"
"ZDE_NUMR_NFE","ZESZDE_NUMR_NFE"
"ZDE_CLASSE","ZESZDE_CLASSE"
"ZDE_ID_MODO_APLICACAO","ZESZDE_ID_MODO_APLICACAO"
"ZXNFE_QCTE","ZESZXNFE_QCTE"
"ZNR_VENDA","ZESZNR_VENDA"
"Z_DESC_PPROD","ZESZ_DESC_PPROD"
"ZXNFE_INFNF_REF","ZESZXNFE_INFNF_REF"
"ZVLR_ADUANA","ZESZVLR_ADUANA"
"ZDE_ICO_MSG_RETORNO","ZESZDE_ICO_MSG_RETORNO"
"ZPESO","ZESZPESO"
"ZMMED_ROYALTIES","ZESZMMED_ROYALTIES"
"ZDE_WALINE_1000","ZESZDE_WALINE_1000"
"ZANO","ZESZANO"
"ZDS_LTARMZ","ZESZDS_LTARMZ"
"ZDE_IE_REM","ZESZDE_IE_REM"
"ZID_CARGA","ZESZID_CARGA"
"ZME_ANO","ZESZME_ANO"
"ZXNFE_QCT","ZESZXNFE_QCT"
"ZDM_ID_ROTA_ADM","ZESZDM_ID_ROTA_ADM"
"ZDS_CDARMZ","ZESZDS_CDARMZ"
"ZDM_VISAO_ZSDT0090","ZESZDM_VISAO_ZSDT0090"
"ZNRO_CG","ZESZNRO_CG"
"ZDE_DIA_TAKEUP","ZESZDE_DIA_TAKEUP"
"ZDE_ACT_SET_EXCLUIR","ZESZDE_ACT_SET_EXCLUIR"
"ZED_LOOKUP_VALUE_TYPE_COUPA","ZESZED_LOOKUP_VALUE_TYPE_COUPA"
"ZDE_ID_MT_CARGUERO","ZESZDE_ID_MT_CARGUERO"
"ZDE_NR_CARD_PED","ZESZDE_NR_CARD_PED"
"ZDE_DESC_TIPO_VALOR","ZESZDE_DESC_TIPO_VALOR"
"ZID_OP","ZESZID_OP"
"ZDE_TIPO_EVENTO","ZESZDE_TIPO_EVENTO"
"ZXNFE_X_TERM_CARREG","ZESZXNFE_X_TERM_CARREG"
"ZPMD004","ZESZPMD004"
"ZDE_NUMR_NOTA","ZESZDE_NUMR_NOTA"
"ZSDE_STATUS_WF","ZESZSDE_STATUS_WF"
"ZIDLIM","ZESZIDLIM"
"ZSMM_APROV_REQUISICAO","ZESZSMM_APROV_REQUISICAO"
"ZSISNM_INDIC","ZESZSISNM_INDIC"
"ZID_CTG","ZESZID_CTG"
"ZZTPCONTA","ZESZZTPCONTA"
"ZSDED052","ZESZSDED052"
"ZTP_TRANSPORTE","ZESZTP_TRANSPORTE"
"ZDE_EMV","ZESZDE_EMV"
"ZDE_ITM_OP","ZESZDE_ITM_OP"
"ZDE_ID_ORDEM","ZESZDE_ID_ORDEM"
"ZCL_APP_LIB_PAGTO_IMPOSTO","ZESZCL_APP_LIB_PAGTO_IMPOSTO"
"Z_NUM_CONTA","ZESZ_NUM_CONTA"
"ZDOREB","ZESZDOREB"
"ZDE_ID_SOLICITACAO","ZESZDE_ID_SOLICITACAO"
"ZDIGFARD","ZESZDIGFARD"
"ZINFO_FER","ZESZINFO_FER"
"ZBRCCE_CTE","ZESZBRCCE_CTE"
"ZITEM_BLOQ","ZESZITEM_BLOQ"
"ZSHDBED001","ZESZSHDBED001"
"ZYDT_COD_DOC","ZESZYDT_COD_DOC"
"Z_CFOP","ZESZ_CFOP"
"ZDE_ID_PARCEIRO_FRETE","ZESZDE_ID_PARCEIRO_FRETE"
"ZDE_FATURA","ZESZDE_FATURA"
"ZDE_UND_COMERCI","ZESZDE_UND_COMERCI"
"ZFIS_EST","ZESZFIS_EST"
"ZDE_DOCNUM_S","ZESZDE_DOCNUM_S"
"ZNU_LIB","ZESZNU_LIB"
"ZDE_UND","ZESZDE_UND"
"ZE_I_TIPO_TELEMETRIA","ZESZE_I_TIPO_TELEMETRIA"
"ZJUST","ZESZJUST"
"ZDE_DT_DESCARGA_PORTO","ZESZDE_DT_DESCARGA_PORTO"
"ZDE_VLR_UNT_L","ZESZDE_VLR_UNT_L"
"ZDM_XML_VER_TIP","ZESZDM_XML_VER_TIP"
"ZDE_SERVIDOR","ZESZDE_SERVIDOR"
"ZDODESCR_ITEM","ZESZDODESCR_ITEM"
"ZCTE_XML_SEFAZ_AUTH","ZESZCTE_XML_SEFAZ_AUTH"
"ZDEHR_UZEIT","ZESZDEHR_UZEIT"
"ZDE_HOST","ZESZDE_HOST"
"ZANO_ATE","ZESZANO_ATE"
"ZDE_SERIE_DESPACHO","ZESZDE_SERIE_DESPACHO"
"ZDE_MENSAGEM_RFL","ZESZDE_MENSAGEM_RFL"
"ZSDE_PREV_VL_LIQ_BRL","ZESZSDE_PREV_VL_LIQ_BRL"
"ZZKNTNR","ZESZZKNTNR"
"ZXNFE_CUF","ZESZXNFE_CUF"
"ZMMED_ID_CAT_SEM","ZESZMMED_ID_CAT_SEM"
"ZFROTA","ZESZFROTA"
"ZNFECOMEX","ZESZNFECOMEX"
"ZXNFE_CAPKG","ZESZXNFE_CAPKG"
"ZDE_ID_CLASSIFICACAO","ZESZDE_ID_CLASSIFICACAO"
"ZDM_TP_CANAL_COMUNICACAO","ZESZDM_TP_CANAL_COMUNICACAO"
"ZDM_NR_QUANTIDADE","ZESZDM_NR_QUANTIDADE"
"ZDE_OBSERV","ZESZDE_OBSERV"
"ZKOSTLG","ZESZKOSTLG"
"ZDE_PRICE_US","ZESZDE_PRICE_US"
"ZDE_PESO_CARGA","ZESZDE_PESO_CARGA"
"ZDE_RAZON_SOCIAL","ZESZDE_RAZON_SOCIAL"
"ZDM_TP_LOG_INTEGRACAO","ZESZDM_TP_LOG_INTEGRACAO"
"ZSTATUS_AP_COUPA","ZESZSTATUS_AP_COUPA"
"ZDE_VLR_AQT_ICMS","ZESZDE_VLR_AQT_ICMS"
"ZDE_DS_DESTINO","ZESZDE_DS_DESTINO"
"ZCTE_CIOT_IMP","ZESZCTE_CIOT_IMP"
"ZITENSAVERBADOS","ZESZITENSAVERBADOS"
"ZE_VEIC","ZESZE_VEIC"
"ZCH_MODELO","ZESZCH_MODELO"
"ZXNFE_CMUN","ZESZXNFE_CMUN"
"ZDM_ID_REGISTRO","ZESZDM_ID_REGISTRO"
"Z_PERCENTUAL","ZESZ_PERCENTUAL"
"ZDE_CASO_ESPECIAL_TRANSPORTE","ZESZDE_CASO_ESPECIAL_TRANSPORTE"
"ZDE_DOCNUM_A","ZESZDE_DOCNUM_A"
"ZFIED011","ZESZFIED011"
"ZDE_TP_ROM_RESPOSTA","ZESZDE_TP_ROM_RESPOSTA"
"ZREGIONAL","ZESZREGIONAL"
"ZDE_DT_EMISSAO_PEDAGIO","ZESZDE_DT_EMISSAO_PEDAGIO"
"ZCOMARCA","ZESZCOMARCA"
"ZXNFE_CPFPG","ZESZXNFE_CPFPG"
"ZSDCHECKID","ZESZSDCHECKID"
"ZINTG_IDE","ZESZINTG_IDE"
"ZGRC0004","ZESZGRC0004"
"ZDE_NR_APOLICE","ZESZDE_NR_APOLICE"
"ZDE_VL_FT_FERRO_BRL","ZESZDE_VL_FT_FERRO_BRL"
"ZDE_NOME_EXPORTADOR","ZESZDE_NOME_EXPORTADOR"
"ZSDED_TP_DIRECAO","ZESZSDED_TP_DIRECAO"
"ZDE_ID_CHEGADA","ZESZDE_ID_CHEGADA"
"ZDE_CTE_INBOUND_BASE","ZESZDE_CTE_INBOUND_BASE"
"ZDMSQNIVEL","ZESZDMSQNIVEL"
"ZDEPM_ID_LOTE","ZESZDEPM_ID_LOTE"
"ZDE_FAGL_TOMAD","ZESZDE_FAGL_TOMAD"
"ZDESD_DATA_I","ZESZDESD_DATA_I"
"Z_AUTH_COCKPIT","ZESZ_AUTH_COCKPIT"
"ZDR_COD_TRANSPORTADORA","ZESZDR_COD_TRANSPORTADORA"
"ZDE_OTROS_CONCEP","ZESZDE_OTROS_CONCEP"
"ZFI_DEC15_6","ZESZFI_DEC15_6"
"ZDE_TIP_PROPRIETARIO","ZESZDE_TIP_PROPRIETARIO"
"ZSDE_STATUS","ZESZSDE_STATUS"
"ZSDED020","ZESZSDED020"
"ZDTACHEG","ZESZDTACHEG"
"ZDM_ID_LOTE_FRETE","ZESZDM_ID_LOTE_FRETE"
"ZDE_SE_ENTITYID","ZESZDE_SE_ENTITYID"
"ZGJAHR_I","ZESZGJAHR_I"
"ZXNFE_IF_MDFE_INFCTE_300_S","ZESZXNFE_IF_MDFE_INFCTE_300_S"
"ZNR_DDE_EX","ZESZNR_DDE_EX"
"ZDR_DESC_MATNR","ZESZDR_DESC_MATNR"
"Z_IMPOSTO","ZESZ_IMPOSTO"
"ZDM_APIKEY_ID","ZESZDM_APIKEY_ID"
"ZDE_EMPURADOR","ZESZDE_EMPURADOR"
"ZIB_CTE_DIST_CPL","ZESZIB_CTE_DIST_CPL"
"ZDE_DS_NVOL","ZESZDE_DS_NVOL"
"ZROMANEIO_COMPLETO","ZESZROMANEIO_COMPLETO"
"ZDE_TX_AUTENTICAR","ZESZDE_TX_AUTENTICAR"
"ZDE_ATIVO","ZESZDE_ATIVO"
"ZSDE_TP_OP","ZESZSDE_TP_OP"
"ZDM_FATURA_TP_CODIGO","ZESZDM_FATURA_TP_CODIGO"
"ZXNFE_XBAIRRO_3","ZESZXNFE_XBAIRRO_3"
"ZDE_NM_PESOL","ZESZDE_NM_PESOL"
"ZDE_ID_PERCURSO_REPOM","ZESZDE_ID_PERCURSO_REPOM"
"ZDE_MOTIVO_REJEICAO_FISCAL","ZESZDE_MOTIVO_REJEICAO_FISCAL"
"ZDE_NFE","ZESZDE_NFE"
"ZGLE0025","ZESZGLE0025"
"ZDE_ORIGEM_DESTINO","ZESZDE_ORIGEM_DESTINO"
"ZBUZEI","ZESZBUZEI"
"ZDE_PROPRIETARIO","ZESZDE_PROPRIETARIO"
"ZDE_NR_ROMANEIO","ZESZDE_NR_ROMANEIO"
"ZCERTIF_AFIP","ZESZCERTIF_AFIP"
"ZCTE_TRANS","ZESZCTE_TRANS"
"ZFI_CHAR3","ZESZFI_CHAR3"
"ZDE_DS_OBS_ROM","ZESZDE_DS_OBS_ROM"
"ZDESTINO","ZESZDESTINO"
"ZNUM_ORD","ZESZNUM_ORD"
"ZTRANSGENESE","ZESZTRANSGENESE"
"ZDE_PESO_DESCARGA","ZESZDE_PESO_DESCARGA"
"ZE_GRUPO_CONTA","ZESZE_GRUPO_CONTA"
"ZMODELO","ZESZMODELO"
"ZDE_OPER_AQUAV","ZESZDE_OPER_AQUAV"
"ZDE_CK_AUTORIZADA","ZESZDE_CK_AUTORIZADA"
"ZDM_UNI_CARGA_MDFE","ZESZDM_UNI_CARGA_MDFE"
"ZNR_CTAFRETE","ZESZNR_CTAFRETE"
"ZDM_DS_URF","ZESZDM_DS_URF"
"ZDM_ID_DUE_ITEM","ZESZDM_ID_DUE_ITEM"
"ZDM_NM_PERC_IMP","ZESZDM_NM_PERC_IMP"
"ZDE_MOVI_BRL","ZESZDE_MOVI_BRL"
"ZDEFI_STAT_SOLIC2","ZESZDEFI_STAT_SOLIC2"
"ZSDT0237","ZESZSDT0237"
"ZDESC_PROD","ZESZDESC_PROD"
"ZDESP_DDE","ZESZDESP_DDE"
"ZINTG_COMPRA","ZESZINTG_COMPRA"
"ZED_OBS_INTEG","ZESZED_OBS_INTEG"
"ZSDD005","ZESZSDD005"
"ZE_S_MARCA_BOMBA","ZESZE_S_MARCA_BOMBA"
"ZDE_WF_SALDO_FIN","ZESZDE_WF_SALDO_FIN"
"ZIB_CTE_DIST_GMI_ALV","ZESZIB_CTE_DIST_GMI_ALV"
"ZNOME_DEP","ZESZNOME_DEP"
"ZDE_DS_IMPOSTO","ZESZDE_DS_IMPOSTO"
"ZDE_DS_OUTRO_PARTIC","ZESZDE_DS_OUTRO_PARTIC"
"ZZDOMDOCUMENTO","ZESZZDOMDOCUMENTO"
"ZDE_ST_NFE_DOCUMENTO","ZESZDE_ST_NFE_DOCUMENTO"
"ZDE_USNAM","ZESZDE_USNAM"
"ZDE_MOTORISTA_COD","ZESZDE_MOTORISTA_COD"
"ZDEFIS_DIAS_DESCON","ZESZDEFIS_DIAS_DESCON"
"ZSDED021","ZESZSDED021"
"ZFIWD005","ZESZFIWD005"
"ZTP_INSUMO","ZESZTP_INSUMO"
"ZSDD025","ZESZSDD025"
"ZDE_CK_VEICULO_DESCARREGADO","ZESZDE_CK_VEICULO_DESCARREGADO"
"ZRSI_MONO_P_DIF","ZESZRSI_MONO_P_DIF"
"ZSDD033","ZESZSDD033"
"ZFIWD012","ZESZFIWD012"
"ZTX_ITEM_OV","ZESZTX_ITEM_OV"
"ZID_OC","ZESZID_OC"
"ZDE_NUMR_CTE_T","ZESZDE_NUMR_CTE_T"
"ZDE_FECHA_HASTA","ZESZDE_FECHA_HASTA"
"ZDE_VEICULO","ZESZDE_VEICULO"
"ZGLE0042","ZESZGLE0042"
"ZMMED_IM_BMT_POLEGAR","ZESZMMED_IM_BMT_POLEGAR"
"ZDE_OPR_RCO_ZNFW","ZESZDE_OPR_RCO_ZNFW"
"ZDE_FC_DEST_ME","ZESZDE_FC_DEST_ME"
"ZE_DT_DATA_FIM_MOV","ZESZE_DT_DATA_FIM_MOV"
"ZDESCARTE","ZESZDESCARTE"
"ZSDED058","ZESZSDED058"
"ZCEC_CODIGO","ZESZCEC_CODIGO"
"ZDE_NR_PERC_ESV_ARD","ZESZDE_NR_PERC_ESV_ARD"
"ZLOC_CARREGA","ZESZLOC_CARREGA"
"ZDE_VESSEL_INVOICE","ZESZDE_VESSEL_INVOICE"
"ZDE_CHAVE_CTE","ZESZDE_CHAVE_CTE"
"ZDE_SERIE","ZESZDE_SERIE"
"ZDE_QUANT_CONTAINE","ZESZDE_QUANT_CONTAINE"
"ZMDFEDATUM","ZESZMDFEDATUM"
"ZBOLETIM_O","ZESZBOLETIM_O"
"ZLINK","ZESZLINK"
"ZDE_QTD_SEGUNDOS_CICLO","ZESZDE_QTD_SEGUNDOS_CICLO"
"ZDE_COUNTRY_EXPORTADOR","ZESZDE_COUNTRY_EXPORTADOR"
"ZEMAIL255","ZESZEMAIL255"
"ZDE_SALDO_ENTREGUE_SOL","ZESZDE_SALDO_ENTREGUE_SOL"
"ZDE_IE_EMIT","ZESZDE_IE_EMIT"
